Scientific_Name_ID,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.Category,Fora.WaterBelow,Fora.WaterSurface,Fora.Ground,Fora.Understory,Fora.MidHigh,Fora.Canopy,Fora.Aerial,Beha.Pelagic,Beha.Nocturnal,Morph.BodyMass,Phen.MigrantStatus,Morph.BeakLength,Morph.BeakWidth,Morph.BeakDepth,Morph.TarsusLength,Morph.WingLength,Morph.TailLength,Morph.HandWingIndex,Ecol.Habitat,Ecol.TrophicNiche,Ecol.PrimaryLifestyle
Cyanistes_caeruleus,50,0,0,0,0,0,20,10,20,0,Omnivore,0,0,10,30,30,30,0,0,0,11.1,Resident,9.7,3.2,4.2,15.2,65.6,51.4,21,Forest,Invertivore,Insessorial
Cyanopica_cooki,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,0,20,60,20,0,0,0,70.4,Resident,27.4,7.7,8.3,34.6,132.1,179.1,16.9,Woodland,Omnivore,Generalist
Cygnus_olor,10,0,10,0,0,0,0,0,0,80,PlantSeed,0,100,0,0,0,0,0,0,0,10682,Full migrant,96.1,31,26.4,96.1,581.5,198.1,42.1,Wetland,Herbivore aquatic,Aquatic
Delichon_urbicum,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,33,33,33,0,0,14.5,Full migrant,10.7,3.7,2.9,11.3,108.1,61.3,54.3,Human Modified,Invertivore,Aerial
Dendrocopos_leucotos,70,0,0,0,0,0,20,0,10,0,Invertebrate,0,0,0,20,60,10,10,0,0,116.8,Resident,35.8,9.1,8.5,24.7,142.8,91.6,29.9,Forest,Invertivore,Insessorial
Dendrocopos_major,50,10,0,0,0,10,0,0,30,0,Omnivore,0,0,0,20,40,30,10,0,0,74.9,Resident,27.9,9.3,8.7,23.9,136.2,88,29.3,Woodland,Omnivore,Insessorial
Dendrocoptes_medius,70,0,0,0,0,0,20,0,10,0,Invertebrate,0,0,10,30,30,30,0,0,0,59,Resident,25,5.7,6.3,19.5,123.6,83.9,28.1,Woodland,Invertivore,Insessorial
Dryobates_minor,90,0,0,0,0,0,10,0,0,0,Invertebrate,0,0,0,20,20,60,0,0,0,19.8,Resident,16.5,4.5,4.7,14.3,90.2,60.1,27.4,Forest,Invertivore,Insessorial
Dryocopus_martius,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,40,40,20,0,0,0,0,321,Resident,65.6,15.4,13.2,35.6,237.8,175.8,26.4,Forest,Invertivore,Insessorial
Egretta_garzetta,60,0,20,20,0,0,0,0,0,0,Invertebrate,0,70,30,0,0,0,0,0,0,312,Partial migrant,94.6,8.9,11.3,98.8,252.5,94.2,33.1,Wetland,Aquatic predator,Terrestrial
Elanus_caeruleus,20,60,20,0,0,0,0,0,0,0,VertFishScav,0,0,100,0,0,0,0,0,0,259.8,Partial migrant,30.9,9.2,11.3,32.1,286.3,127.7,45.2,Grassland,Vertivore,Aerial
Emberiza_caesia,50,0,0,0,0,0,0,0,50,0,Omnivore,0,0,100,0,0,0,0,0,0,19.9,Full migrant,14.6,3.9,4.9,18.3,83.4,64.4,28.1,Shrubland,Granivore,Terrestrial
Emberiza_calandra,30,0,0,0,0,0,0,0,50,20,PlantSeed,0,0,90,10,0,0,0,0,0,48.5,Partial migrant,16.2,6,8.2,24.4,97.2,70.5,26.5,Grassland,Omnivore,Terrestrial
Emberiza_cirlus,30,0,0,0,0,0,0,0,60,10,PlantSeed,0,0,100,0,0,0,0,0,0,25.6,Partial migrant,13.4,4.6,6.2,18.2,77.4,68,20.2,Shrubland,Granivore,Terrestrial
Emberiza_citrinella,30,0,0,0,0,0,0,0,60,10,PlantSeed,0,0,100,0,0,0,0,0,0,29.7,Partial migrant,13.4,4.7,5.9,19.1,88.2,72.8,25.7,Shrubland,Granivore,Terrestrial
Emberiza_hortulana,70,0,0,0,0,0,0,0,30,0,Invertebrate,0,0,50,50,0,0,0,0,0,19.9,Full migrant,15.7,4.5,5.4,18.6,85.6,65.9,28.8,Shrubland,Omnivore,Generalist
Emberiza_melanocephala,30,0,0,0,0,0,0,0,60,10,PlantSeed,0,0,0,0,40,60,0,0,0,28.3,Full migrant,16.8,5.1,6.8,21.3,94.3,72.2,29.6,Shrubland,Omnivore,Generalist
Emberiza_rustica,30,0,0,0,0,0,0,0,70,0,PlantSeed,0,0,0,20,60,20,0,0,0,20.5,Full migrant,12.1,4,5.4,20.5,78.4,62.8,25.2,Forest,Granivore,Generalist
Emberiza_schoeniclus,30,0,0,0,0,0,0,0,50,20,PlantSeed,0,0,90,10,0,0,0,0,0,18.4,Partial migrant,11.3,4,5.1,19.3,77.9,63.6,21.1,Wetland,Omnivore,Terrestrial
Erithacus_rubecula,40,0,10,10,0,10,20,0,10,0,Omnivore,0,0,50,50,0,0,0,0,0,17.7,Full migrant,14,2.9,3.3,24.5,71.6,56.9,19.9,Forest,Omnivore,Generalist
Eudromias_morinellus,70,0,0,0,0,0,10,0,10,10,Invertebrate,0,0,80,20,0,0,0,0,0,108.2,Full migrant,18.8,3.5,4.3,35.6,147.4,66.3,55.9,Grassland,Invertivore,Terrestrial
Falco_columbarius,20,80,0,0,0,0,0,0,0,0,VertFishScav,0,0,0,33,33,0,33,0,0,188.5,Full migrant,16.6,8,10.5,34.3,199.6,116.6,48.9,Woodland,Vertivore,Aerial
Falco_eleonorae,50,50,0,0,0,0,0,0,0,0,Omnivore,0,0,0,10,30,30,30,0,0,390,Full migrant,22.1,10.6,12.9,33.1,311.9,160.5,55,Coastal,Omnivore,Aerial
Falco_naumanni,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,40,20,20,0,20,0,0,152.1,Full migrant,19.8,9.5,11,29.9,229.3,132.4,53.9,Grassland,Invertivore,Generalist
Falco_peregrinus,10,80,10,0,0,0,0,0,0,0,VertFishScav,0,0,20,20,20,20,20,0,0,760,Partial migrant,31.1,13.7,15.4,45.1,314.7,143,52.2,Grassland,Vertivore,Aerial
Falco_subbuteo,70,30,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,0,33,0,0,208.2,Full migrant,17.9,10.4,11.8,31.7,260.7,129.2,57.8,Woodland,Invertivore,Aerial
Falco_tinnunculus,10,90,0,0,0,0,0,0,0,0,VertFishScav,0,0,80,10,10,0,0,0,0,183.2,Full migrant,20.8,10.6,11.5,39.1,241,154.5,51,Shrubland,Vertivore,Aerial
Falco_vespertinus,80,10,10,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,151.5,Full migrant,17.1,9.4,10.5,28.1,237.9,125.2,55.6,Grassland,Invertivore,Aerial
Ficedula_albicollis,90,0,0,0,0,0,10,0,0,0,Invertebrate,0,0,0,0,20,80,0,0,0,12.7,Full migrant,12.4,3.8,3.2,16.3,80.6,51.6,31.9,Woodland,Invertivore,Insessorial
Ficedula_hypoleuca,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0,13.8,Full migrant,12.8,4.1,3.2,17.6,79.3,52.1,30.4,Forest,Invertivore,Insessorial
Ficedula_parva,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,30,50,20,0,0,0,10.8,Full migrant,12.8,3.5,2.9,15.4,67,52.8,25.3,Woodland,Invertivore,Insessorial
Ficedula_semitorquata,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,40,40,0,0,0,14.4,Full migrant,11.8,3.6,3.3,16.9,80.8,53,28.9,Woodland,Invertivore,Insessorial
Fringilla_coelebs,60,0,0,0,0,0,0,0,20,20,Invertebrate,0,0,40,30,30,0,0,0,0,23.8,Partial migrant,14.7,5.5,6.7,17.8,85.9,65.9,27.6,Forest,Invertivore,Generalist
Fulica_atra,10,10,10,10,0,0,0,0,30,30,PlantSeed,50,50,0,0,0,0,0,0,0,717.1,Resident,37.7,5.6,10.5,57,198.2,53.9,39.6,Wetland,Herbivore aquatic,Generalist
Galerida_theklae,60,0,0,0,0,0,0,0,30,10,Invertebrate,0,0,100,0,0,0,0,0,0,38.2,Resident,16.9,4.6,5.4,24.5,98.4,58.8,23.3,Shrubland,Omnivore,Terrestrial
Gallinula_chloropus,20,0,10,10,0,0,20,0,20,20,Omnivore,0,20,60,20,0,0,0,0,0,339.6,Resident,33.9,4.3,8.1,45.9,165.5,69,32.2,Wetland,Omnivore,Terrestrial
Garrulus_glandarius,40,10,0,0,0,0,30,0,20,0,Omnivore,0,0,60,20,20,0,0,0,0,159.5,Partial migrant,33,9,11.6,39.1,181.1,150.2,19.4,Forest,Omnivore,Insessorial
Gelochelidon_nilotica,50,10,20,20,0,0,0,0,0,0,Omnivore,0,30,30,30,10,0,0,1,0,218.3,Full migrant,42.1,6.2,10.8,31.5,308.1,123.5,67,Coastal,Omnivore,Aerial
Geronticus_eremita,50,10,20,10,0,0,0,0,0,10,Omnivore,0,0,100,0,0,0,0,0,0,1202,Full migrant,132.2,11.3,15.8,72.6,401.8,184.2,42.8,Rock,Invertivore,Terrestrial
Glaucidium_passerinum,0,100,0,0,0,0,0,0,0,0,VertFishScav,0,0,60,20,20,0,0,0,1,57.9,Partial migrant,14.3,6.1,9.1,15.4,101.2,58.6,25.9,Forest,Vertivore,Insessorial
Grus_grus,10,10,10,0,0,0,10,0,20,40,PlantSeed,0,50,50,0,0,0,0,0,0,5500,Full migrant,108.1,10.7,16.8,234.4,540.6,193.4,43,Wetland,Omnivore,Terrestrial
Gulosus_aristotelis,0,0,0,100,0,0,0,0,0,0,VertFishScav,100,0,0,0,0,0,0,1,0,1764.3,Resident,66,10.6,13.1,61.6,262.6,140.2,33.2,Marine,Aquatic predator,Aquatic
Gypaetus_barbatus,0,0,0,0,0,100,0,0,0,0,VertFishScav,0,0,100,0,0,0,0,0,0,5695,Partial migrant,78.2,20.8,28.1,103.6,760.6,468,49.5,Rock,Scavenger,Terrestrial
Gyps_fulvus,0,0,0,0,0,100,0,0,0,0,VertFishScav,0,0,100,0,0,0,0,0,0,7436,Resident,78.8,23.8,33.8,109.9,687.2,291.2,39.2,Grassland,Scavenger,Terrestrial
Haematopus_ostralegus,90,0,0,10,0,0,0,0,0,0,Invertebrate,0,40,60,0,0,0,0,0,0,526,Resident,76.1,7.5,11.8,49.9,250.3,106,51.2,Coastal,Aquatic predator,Terrestrial
Haliaeetus_albicilla,0,30,0,40,0,30,0,0,0,0,VertFishScav,0,50,20,0,20,0,10,0,0,4729.3,Partial migrant,74.1,22.9,33.9,95,599.5,294.2,38,Rock,Aquatic predator,Aerial
Hieraaetus_pennatus,10,90,0,0,0,0,0,0,0,0,VertFishScav,0,0,100,0,0,0,0,0,0,823.8,Full migrant,33.8,10.1,17,65.3,361.8,198,42,Forest,Vertivore,Generalist
Himantopus_himantopus,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,100,0,0,0,0,0,0,0,176.8,Partial migrant,65.7,4.5,4.7,110.8,223.8,74,52.2,Wetland,Aquatic predator,Terrestrial
Hippolais_icterina,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,0,20,80,0,0,0,13.2,Full migrant,17.5,3.8,3.4,20.6,77.9,54.6,30.8,Woodland,Invertivore,Insessorial
Hippolais_olivetorum,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,0,50,50,0,0,0,17.5,Full migrant,18.5,4.8,4.1,22.6,86.9,69.2,28.6,Human Modified,Invertivore,Insessorial
Hippolais_polyglotta,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,40,20,40,0,0,0,11,Full migrant,14.5,3.8,3.2,20.4,66.2,48.6,21.2,Woodland,Invertivore,Insessorial
Hirundo_rustica,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,30,30,40,0,0,0,0,17.9,Full migrant,12.4,4.5,2.7,11.7,115.8,71.4,52.6,Human Modified,Invertivore,Aerial
Hydrocoloeus_minutus,80,0,0,20,0,0,0,0,0,0,Invertebrate,10,60,30,0,0,0,0,0,0,118,Partial migrant,26.6,3,5.3,25.9,218.9,88.8,57.9,Coastal,Aquatic predator,Generalist
Hydroprogne_caspia,0,10,0,80,0,10,0,0,0,0,VertFishScav,80,20,0,0,0,0,0,1,0,655,Full migrant,78.7,10.4,19.2,42.6,410.7,148.7,65.1,Wetland,Aquatic predator,Aerial
Ichthyaetus_ichthyaetus,20,30,10,30,0,0,0,0,10,0,VertFishScav,10,50,40,0,0,0,0,0,0,1378.8,Full migrant,73,8.9,19.5,71.5,470.8,172.8,54.7,Coastal,Omnivore,Generalist
Ichthyaetus_melanocephalus,40,20,0,30,0,10,0,0,0,0,VertFishScav,0,50,50,0,0,0,0,0,0,256,Partial migrant,42.2,5.4,11.2,48.3,302.4,113.2,57.1,Coastal,Omnivore,Generalist
Jynx_torquilla,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,60,20,20,0,0,0,0,35,Full migrant,17.3,3.7,3.9,19.6,87.4,68.2,27.1,Woodland,Invertivore,Terrestrial
Lanius_collurio,60,10,20,0,0,0,10,0,0,0,Invertebrate,0,0,50,20,10,20,0,0,0,28.4,Full migrant,18.7,5.6,7,23.8,93.7,75.9,31,Woodland,Invertivore,Insessorial
Lanius_meridionalis,60,20,20,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0,60.4,Partial migrant,22.9,6.7,8.9,30.6,104.1,106.2,23.8,Shrubland,Invertivore,Insessorial
Lanius_minor,90,10,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,46.5,Full migrant,20,6.9,9.2,25.5,118,87.6,36,Grassland,Invertivore,Insessorial
Lanius_senator,80,10,10,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,36,Full migrant,17.9,5.9,7.3,24.2,97.2,75.1,31.4,Shrubland,Invertivore,Insessorial
Larus_argentatus,30,10,0,40,0,20,0,0,0,0,VertFishScav,20,40,40,0,0,0,0,1,0,1091,Partial migrant,74,8.9,19.6,63.2,430.8,170.2,53.4,Coastal,Aquatic predator,Generalist
Larus_cachinnans,30,20,0,40,0,10,0,0,0,0,VertFishScav,40,30,30,0,0,0,0,0,0,1111.9,Full migrant,65.2,8,16.5,66.9,427.2,161.8,56.5,Coastal,Omnivore,Generalist
Larus_fuscus,30,20,0,30,0,10,10,0,0,0,VertFishScav,40,30,30,0,0,0,0,0,0,762.4,Partial migrant,62.3,7.9,15.8,61.5,412.2,147,57.4,Coastal,Aquatic predator,Generalist
Larus_marinus,20,20,0,0,0,20,20,0,20,0,Omnivore,0,20,80,0,0,0,0,1,0,1649.7,Partial migrant,79.1,10.2,23.5,74.2,478.2,185.7,52.3,Coastal,Omnivore,Terrestrial
Larus_michahellis,30,20,0,40,0,10,0,0,0,0,VertFishScav,40,30,30,0,0,0,0,0,0,1111.9,Partial migrant,67.6,8.6,18.2,66,422.8,163,54.6,Coastal,Aquatic predator,Generalist
Limosa_lapponica,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,50,50,0,0,0,0,0,0,291.7,Full migrant,92.5,5.4,8.1,53.2,210.1,74,56.6,Wetland,Aquatic predator,Terrestrial
Limosa_limosa,60,0,10,10,0,0,10,0,10,0,Invertebrate,0,50,50,0,0,0,0,0,0,288.4,Full migrant,113.5,6,10,78,215.6,78,51.5,Wetland,Aquatic predator,Terrestrial
Linaria_cannabina,20,0,0,0,0,0,20,0,60,0,PlantSeed,0,0,60,20,20,0,0,0,0,19.5,Resident,12.4,5,6.6,15.7,78.4,56.2,34.4,Shrubland,Granivore,Terrestrial
Linaria_flavirostris,20,0,0,0,0,0,0,0,40,40,PlantSeed,0,0,50,50,0,0,0,0,0,15.4,Full migrant,9.3,4.6,5.8,14.7,75.9,64.8,31.9,Grassland,Granivore,Insessorial
Locustella_luscinioides,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,40,60,0,0,0,0,0,13.9,Full migrant,15.6,2.7,3,20.8,70.2,54.2,30.1,Wetland,Invertivore,Generalist
Locustella_naevia,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,40,60,0,0,0,0,0,13.3,Full migrant,14.7,2.6,2.9,20,64.1,56.5,25.4,Shrubland,Invertivore,Generalist
Lophophanes_cristatus,60,0,0,0,0,0,20,0,20,0,Invertebrate,0,0,10,10,20,60,0,0,0,11,Resident,11.3,2.6,3.1,17.1,64,51.4,19.8,Woodland,Invertivore,Insessorial
Loxia_curvirostra,20,0,0,0,0,0,0,0,30,50,PlantSeed,0,0,0,0,80,20,0,0,0,38.3,Partial migrant,19,6.8,11.4,16.6,96,57.3,37.6,Forest,Granivore,Insessorial
Loxia_pytyopsittacus,10,0,0,0,0,0,0,0,60,30,PlantSeed,0,0,0,50,50,0,0,0,0,53,Partial migrant,21.3,9.2,13.7,17.4,103,66,36.6,Forest,Granivore,Insessorial
Loxia_scotica,10,0,0,0,0,0,0,0,70,20,PlantSeed,0,0,0,0,80,20,0,0,0,43.2,Partial migrant,20,7.4,12.1,16.9,97.4,61.5,34.5,Forest,Granivore,Insessorial
Lullula_arborea,50,0,0,0,0,0,0,0,30,20,Omnivore,0,0,100,0,0,0,0,0,0,26.9,Partial migrant,14.4,3.4,3.8,21.4,94.2,52.7,27.7,Woodland,Omnivore,Terrestrial
Luscinia_megarhynchos,70,0,0,0,0,0,20,0,10,0,Invertebrate,0,0,70,30,0,0,0,0,0,19.6,Full migrant,16,3.5,3.7,26.4,84,68.2,27.6,Woodland,Invertivore,Generalist
Luscinia_svecica,60,0,10,0,0,0,20,0,10,0,Invertebrate,0,0,50,50,0,0,0,0,0,17.2,Full migrant,15.1,3.2,3.2,26.3,73.1,50,21.3,Grassland,Invertivore,Generalist
Mareca_penelope,0,0,0,0,0,0,0,0,20,80,PlantSeed,0,50,50,0,0,0,0,0,0,770,Full migrant,38.5,15.5,12.4,35.5,250.6,89.7,57.2,Wetland,Omnivore,Terrestrial
Mareca_strepera,0,0,0,0,0,0,0,0,30,70,PlantSeed,0,80,20,0,0,0,0,0,0,915.6,Partial migrant,48.7,16.5,13.7,36.5,251.3,83,54.8,Wetland,Herbivore aquatic,Aquatic
Melanocorypha_calandra,50,0,0,0,0,0,0,0,30,20,Omnivore,0,0,100,0,0,0,0,0,0,61.6,Partial migrant,18.7,5.4,8.2,27.1,124,61.6,37.2,Grassland,Omnivore,Terrestrial
Merops_apiaster,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,40,60,0,0,0,0,56.6,Full migrant,41.8,8.4,8.2,12.9,143.8,102.3,45.5,Woodland,Invertivore,Insessorial
Mergus_merganser,10,10,10,70,0,0,0,0,0,0,VertFishScav,80,20,0,0,0,0,0,0,0,1451,Full migrant,69.4,10.4,11.7,50.9,270.8,107.2,46,Riverine,Aquatic predator,Aquatic
Milvus_migrans,0,10,10,10,0,70,0,0,0,0,VertFishScav,0,20,60,0,0,0,20,0,0,734.1,Full migrant,40,13,17.4,51.4,457.4,269.5,48.1,Woodland,Omnivore,Aerial
Milvus_milvus,0,30,0,0,0,70,0,0,0,0,VertFishScav,0,0,100,0,0,0,0,0,0,1071.8,Partial migrant,40.2,13.2,18.7,52.9,481.5,317.3,49.9,Shrubland,Omnivore,Generalist
Monticola_saxatilis,80,0,10,0,0,0,10,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,50.3,Full migrant,25.2,4.9,5.3,27.9,120.8,62,36.2,Rock,Invertivore,Insessorial
Monticola_solitarius,40,10,20,0,0,0,20,0,10,0,Omnivore,0,0,80,0,20,0,0,0,0,53.7,Partial migrant,28.1,5.3,6,28.3,121.1,84.6,29.5,Rock,Omnivore,Insessorial
Motacilla_alba,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,23.9,Full migrant,16.1,3.4,3.5,23.4,87,86.8,31.4,Human Modified,Invertivore,Terrestrial
Motacilla_flava,70,0,0,0,0,0,10,0,10,10,Invertebrate,0,0,100,0,0,0,0,0,0,17.7,Full migrant,16,3.2,3.5,23.1,79.5,70.6,31.1,Grassland,Invertivore,Terrestrial
Muscicapa_striata,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,60,40,0,0,0,0,0,15.9,Full migrant,16.2,4.3,3.6,14.4,86.3,61.2,30.2,Forest,Invertivore,Insessorial
Neophron_percnopterus,10,20,0,10,0,60,0,0,0,0,VertFishScav,0,0,100,0,0,0,0,0,0,2082,Full migrant,61.7,10.4,13.5,77.2,490.8,247.2,48,Grassland,Scavenger,Generalist
Netta_rufina,0,0,0,0,0,0,0,0,30,70,PlantSeed,50,50,0,0,0,0,0,0,0,1118,Partial migrant,49.9,21.1,14.9,37.2,258.3,69.3,47.5,Wetland,Herbivore aquatic,Aquatic
Nucifraga_caryocatactes,30,10,0,0,0,0,0,0,60,0,PlantSeed,0,0,40,20,20,20,0,0,0,182.5,Partial migrant,52.1,13.3,14.9,39.3,183.2,116,24.4,Forest,Granivore,Insessorial
Numenius_arquata,40,0,0,0,0,0,30,0,30,0,Omnivore,0,20,80,0,0,0,0,0,0,803,Full migrant,145.8,8.9,9.7,82.7,292.2,111.3,53.2,Grassland,Aquatic predator,Terrestrial
Nycticorax_nycticorax,30,20,30,20,0,0,0,0,0,0,VertFishScav,0,50,50,0,0,0,0,0,0,810,Full migrant,80.5,12.1,18.6,69.2,285.7,95.8,33.1,Wetland,Aquatic predator,Terrestrial
Oenanthe_isabellina,70,0,0,0,10,0,0,0,20,0,Invertebrate,0,0,100,0,0,0,0,0,0,29.4,Full migrant,19.7,4,4.3,29.5,96.9,58,28.8,Shrubland,Invertivore,Insessorial
Oenanthe_oenanthe,70,0,0,0,0,0,20,0,10,0,Invertebrate,0,0,100,0,0,0,0,0,0,25.4,Full migrant,17.9,3.7,3.7,27.3,95.1,56.7,32.1,Grassland,Invertivore,Insessorial
Oenanthe_pleschanka,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,60,20,20,0,0,0,0,19.4,Full migrant,16.4,3.2,3.5,22.6,92.8,60.4,28.3,Rock,Invertivore,Insessorial
Oriolus_oriolus,30,10,10,0,0,0,30,10,10,0,Omnivore,0,0,0,0,0,50,50,0,0,79,Full migrant,28.5,8.9,8.5,22.5,151.6,82.9,38.5,Woodland,Omnivore,Insessorial
Otis_tarda,40,10,10,0,0,0,0,0,0,40,Omnivore,0,0,80,20,0,0,0,0,0,6759.9,Partial migrant,62.3,15.6,18.5,137.8,550.8,218.3,42.7,Grassland,Omnivore,Terrestrial
Otus_scops,80,10,10,0,0,0,0,0,0,0,Invertebrate,0,0,80,10,10,0,0,0,1,92,Full migrant,17.4,4.8,8.6,26.6,147.2,65.5,34.7,Woodland,Invertivore,Insessorial
Pandion_haliaetus,0,0,0,100,0,0,0,0,0,0,VertFishScav,40,60,0,0,0,0,0,0,0,1483.2,Full migrant,47,17.3,19.6,49.8,468.4,201.3,44.9,Marine,Aquatic predator,Aerial
Parus_major,40,0,0,0,0,10,20,10,20,0,Omnivore,0,0,0,20,60,20,0,0,0,16.3,Resident,11.3,4,4.3,17.4,70.9,61.2,18.7,Woodland,Invertivore,Insessorial
Passer_montanus,40,0,0,0,0,0,0,0,60,0,PlantSeed,0,0,33,33,33,0,0,0,0,21.4,Resident,13.2,5.5,6.5,16.4,67.9,51,24.6,Woodland,Granivore,Terrestrial
Pastor_roseus,60,0,0,0,0,0,40,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,73,Full migrant,23,5.2,6.3,30.1,128.9,71,36.8,Grassland,Omnivore,Insessorial
Periparus_ater,40,0,0,0,0,10,0,10,20,20,Omnivore,0,0,100,0,0,0,0,0,0,9.2,Resident,10.7,3,3.6,15.1,61.1,46.4,21.9,Forest,Invertivore,Insessorial
Perisoreus_infaustus,30,10,0,0,0,10,30,0,20,0,Omnivore,0,0,40,30,30,0,0,0,0,84.4,Resident,27.5,9.4,9.1,35.9,140.4,128.1,17.4,Forest,Omnivore,Insessorial
Pernis_apivorus,80,10,10,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0,754.4,Full migrant,34.8,11.7,13.7,43.9,407.4,253.2,37.9,Forest,Invertivore,Insessorial
Petronia_petronia,30,0,0,0,0,0,30,0,40,0,Omnivore,0,0,60,40,0,0,0,0,0,30.2,Resident,15.7,7,9.1,16.9,93,60.2,33.4,Rock,Granivore,Terrestrial
