Scientific_Name_ID,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.Category,Fora.WaterBelow,Fora.WaterSurface,Fora.Ground,Fora.Understory,Fora.MidHigh,Fora.Canopy,Fora.Aerial,Beha.Pelagic,Beha.Nocturnal,Morph.BodyMass,Phen.MigrantStatus,Morph.BeakLength,Morph.BeakWidth,Morph.BeakDepth,Morph.TarsusLength,Morph.WingLength,Morph.TailLength,Morph.HandWingIndex,Ecol.Habitat,Ecol.TrophicNiche,Ecol.PrimaryLifestyle
Phalacrocorax_carbo,10,0,10,80,0,0,0,0,0,0,VertFishScav,100,0,0,0,0,0,0,0,0,2529,Partial migrant,82.7,13.2,18.3,64.2,340.2,148.2,37.1,Wetland,Aquatic predator,Aquatic
Phalaropus_lobatus,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,50,50,0,0,0,0,0,0,36.7,Full migrant,24.4,2.5,2.7,18.8,109,50.6,49.6,Wetland,Aquatic predator,Terrestrial
Phoenicopterus_roseus,50,0,0,10,0,0,0,0,20,20,Omnivore,0,100,0,0,0,0,0,0,0,3031.6,Partial migrant,124.7,26,38.1,294.5,399,138.4,41.6,Wetland,Aquatic predator,Terrestrial
Phoenicurus_ochruros,60,0,0,0,0,0,30,0,10,0,Invertebrate,0,0,60,40,0,0,0,0,0,16.5,Partial migrant,15.4,2.8,2.9,22.4,83.1,60.4,23.1,Rock,Invertivore,Insessorial
Phoenicurus_phoenicurus,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,20,40,40,0,0,0,0,14.6,Full migrant,13.9,3.3,3.4,21.6,77.9,58,25.8,Woodland,Invertivore,Insessorial
Phylloscopus_bonelli,90,0,0,0,0,0,10,0,0,0,Invertebrate,0,0,0,20,0,80,0,0,0,8.7,Full migrant,11.5,2.6,2.3,18.2,63.5,49.8,23.1,Forest,Invertivore,Insessorial
Phylloscopus_sibilatrix,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,50,0,50,0,0,0,9.2,Full migrant,13.2,2.8,2.8,18,75.8,50.7,30.9,Forest,Invertivore,Insessorial
Phylloscopus_trochiloides,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,0,33,33,33,0,0,0,8.1,Full migrant,11.3,3,2.6,18.7,61.3,48.4,19.9,Forest,Invertivore,Insessorial
Phylloscopus_trochilus,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,0,0,30,70,0,0,0,8.7,Full migrant,12.8,2.6,2.6,19.3,65.9,52.3,25.9,Forest,Invertivore,Insessorial
Pica_pica,20,20,20,0,0,20,10,0,10,0,VertFishScav,0,0,70,10,10,0,10,0,0,217.5,Resident,40.8,12.4,13.7,49.1,194.5,237.4,22.9,Human Modified,Omnivore,Terrestrial
Platalea_leucorodia,70,0,10,10,0,0,0,0,0,10,Invertebrate,0,100,0,0,0,0,0,0,0,1868,Partial migrant,190.3,26.3,15.2,129,361.6,118.4,40.4,Wetland,Aquatic predator,Terrestrial
Plegadis_falcinellus,80,0,10,10,0,0,0,0,0,0,Invertebrate,0,50,50,0,0,0,0,0,0,626.6,Partial migrant,117.2,10.4,13.9,86.4,274.8,102.7,38.9,Wetland,Aquatic predator,Terrestrial
Pluvialis_squatarola,70,0,0,0,0,0,0,0,10,20,Invertebrate,0,0,100,0,0,0,0,0,0,250,Full migrant,32,5.1,7,44.5,184.4,71.4,60.1,Grassland,Aquatic predator,Terrestrial
Podiceps_auritus,40,0,0,60,0,0,0,0,0,0,VertFishScav,70,30,0,0,0,0,0,0,0,453,Full migrant,30.2,4.7,7.1,42.9,137.8,33.2,42.2,Wetland,Aquatic predator,Aquatic
Podiceps_cristatus,30,0,10,60,0,0,0,0,0,0,VertFishScav,70,30,0,0,0,0,0,0,0,731,Resident,57.5,6.6,10.6,60.9,183.6,40.7,42.9,Wetland,Aquatic predator,Aquatic
Podiceps_grisegena,50,0,0,50,0,0,0,0,0,0,Omnivore,70,30,0,0,0,0,0,0,0,1023,Full migrant,48.1,6.2,10.2,54.4,167.1,32,40.9,Wetland,Aquatic predator,Aquatic
Podiceps_nigricollis,80,0,10,10,0,0,0,0,0,0,Invertebrate,60,40,0,0,0,0,0,0,0,412.4,Full migrant,26.2,5.5,5.9,39.6,127.2,28,44,Wetland,Aquatic predator,Aquatic
Poecile_cinctus,60,0,0,0,0,10,0,0,30,0,Invertebrate,0,0,0,0,70,30,0,0,0,11.4,Resident,11,3.4,4.2,14.8,67.3,65.8,19.5,Forest,Invertivore,Insessorial
Poecile_lugubris,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,0,20,60,20,0,0,0,0,15.8,Resident,12.8,5.1,5.3,19.4,74.6,64.4,15.3,Woodland,Invertivore,Insessorial
Poecile_montanus,60,0,0,0,0,0,20,0,20,0,Invertebrate,0,0,0,20,80,0,0,0,0,11.1,Resident,11,3.4,4,16.2,65.5,59.3,17.7,Forest,Invertivore,Insessorial
Poecile_palustris,50,0,0,0,0,0,20,0,20,10,Omnivore,0,0,0,20,80,0,0,0,0,11.1,Resident,9.4,3.3,4.1,15.9,64,54.8,17.9,Forest,Invertivore,Insessorial
Porphyrio_porphyrio,10,10,10,0,0,0,0,0,30,40,PlantSeed,0,20,60,20,0,0,0,0,0,773.9,Resident,56.2,9.4,21.3,79.9,234.9,85.5,30.5,Wetland,Herbivore aquatic,Terrestrial
Porzana_porzana,40,0,0,20,0,0,0,0,20,20,Omnivore,0,30,50,20,0,0,0,0,0,87.1,Full migrant,19.8,2.5,5,28.7,112.9,45,34.5,Wetland,Aquatic predator,Terrestrial
Prunella_modularis,50,0,0,0,0,0,0,0,50,0,Omnivore,0,0,100,0,0,0,0,0,0,20.2,Resident,14,3.7,3.6,20.4,69.1,59.6,21.2,Forest,Invertivore,Terrestrial
Pterocles_alchata,0,0,0,0,0,0,0,0,70,30,PlantSeed,0,0,70,30,0,0,0,0,0,275.8,Partial migrant,17.9,6.9,9,27.6,194,142,61.5,Grassland,Granivore,Terrestrial
Pyrrhocorax_pyrrhocorax,50,0,0,0,10,10,10,0,20,0,Omnivore,0,0,70,0,30,0,0,0,0,276.7,Partial migrant,54.6,12.2,12.6,52.5,284.5,133.3,39,Rock,Invertivore,Terrestrial
Pyrrhula_pyrrhula,10,0,0,0,0,0,10,0,30,50,PlantSeed,0,0,0,50,50,0,0,0,0,24.3,Resident,13.1,8.2,9,18,88.6,68.3,24.9,Forest,Omnivore,Insessorial
Rallus_aquaticus,20,20,10,10,0,0,10,0,10,20,Omnivore,10,40,40,10,0,0,0,0,0,110.7,Partial migrant,42,3.6,6.1,38.4,114.1,51,30.5,Wetland,Aquatic predator,Terrestrial
Recurvirostra_avosetta,80,0,0,10,0,0,0,0,0,10,Invertebrate,0,50,50,0,0,0,0,0,0,304,Partial migrant,83.7,6.4,4.7,86.9,217.9,79.4,49.7,Wetland,Aquatic predator,Terrestrial
Regulus_ignicapilla,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0,5.6,Full migrant,10.9,2,2.1,16.5,52.3,39.4,22,Forest,Invertivore,Insessorial
Regulus_regulus,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0,5.5,Full migrant,10.6,2.2,2.1,15,52.9,39.3,22,Forest,Invertivore,Insessorial
Remiz_pendulinus,60,0,0,0,0,0,0,0,40,0,Invertebrate,0,0,33,33,33,0,0,0,0,9.3,Full migrant,10.6,3.1,3.9,13.7,56.1,48.5,19.4,Wetland,Invertivore,Insessorial
Riparia_riparia,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,40,60,0,0,0,0,12.7,Full migrant,9.4,3.7,2.5,10.5,101.8,47.2,53,Riverine,Invertivore,Aerial
Saxicola_rubetra,70,0,0,0,0,0,20,0,10,0,Invertebrate,0,0,80,20,0,0,0,0,0,16.6,Full migrant,14.7,3.6,3.8,22.3,76.5,47.3,26.7,Shrubland,Invertivore,Insessorial
Saxicola_rubicola,70,0,0,0,10,0,10,0,10,0,Invertebrate,0,0,100,0,0,0,0,0,0,14.1,Partial migrant,15.3,3.5,3.4,21.9,67.3,48.3,20.8,Shrubland,Invertivore,Insessorial
Serinus_serinus,0,0,0,0,0,0,0,0,100,0,PlantSeed,0,0,60,40,0,0,0,0,0,11.2,Partial migrant,9.2,4.6,5.2,13.9,70.8,46.4,29.3,Forest,Granivore,Generalist
Sitta_europaea,70,0,0,0,0,0,0,10,10,10,Invertebrate,0,0,33,33,33,0,0,0,0,20.4,Resident,20.9,4.8,4.6,20.2,85.4,46.8,23.8,Forest,Invertivore,Insessorial
Somateria_mollissima,70,0,0,10,0,0,10,0,0,10,Invertebrate,80,20,0,0,0,0,0,0,0,2060.9,Partial migrant,62.1,19.1,16.9,47.5,280.2,88.1,44.9,Marine,Aquatic predator,Aquatic
Spatula_clypeata,60,0,0,0,0,0,0,0,20,20,Invertebrate,20,80,0,0,0,0,0,0,0,612.6,Full migrant,68.8,18.6,18.7,33.8,226.4,75.1,58,Wetland,Aquatic predator,Aquatic
Spatula_querquedula,40,0,10,10,0,0,0,0,10,30,Omnivore,100,0,0,0,0,0,0,0,0,325.6,Full migrant,39.2,13.8,12.5,26,188.2,64.2,56.1,Wetland,Herbivore aquatic,Aquatic
Spinus_spinus,10,0,0,0,0,0,30,0,30,30,PlantSeed,0,0,0,50,50,0,0,0,0,13.2,Resident,12.8,4.5,6.1,12.7,71.6,46.4,36.5,Forest,Granivore,Insessorial
Sterna_dougallii,10,0,0,90,0,0,0,0,0,0,VertFishScav,100,0,0,0,0,0,0,1,0,112,Full migrant,45.3,3.6,7,19.7,223.8,165.8,69.1,Marine,Aquatic predator,Aerial
Sterna_hirundo,10,0,0,80,0,10,0,0,0,0,VertFishScav,80,20,0,0,0,0,0,0,0,129.2,Full migrant,44.5,3.8,7,19.5,253.3,129.8,67.3,Marine,Aquatic predator,Aerial
Sternula_albifrons,40,0,0,60,0,0,0,0,0,0,VertFishScav,100,0,0,0,0,0,0,1,0,57,Full migrant,33.5,3.2,5.8,15.4,169.6,80,69.8,Coastal,Aquatic predator,Aerial
Streptopelia_decaocto,10,0,0,0,0,0,30,0,40,20,PlantSeed,0,0,80,10,10,0,0,0,0,149,Resident,20.9,3.9,3.9,20.8,173.7,134.2,35.4,Human Modified,Omnivore,Terrestrial
Streptopelia_turtur,10,0,0,0,0,0,40,0,50,0,Omnivore,0,0,100,0,0,0,0,0,0,132,Full migrant,22.4,4.7,4.9,22.3,170.7,109.7,43.5,Woodland,Granivore,Terrestrial
Strix_aluco,10,80,10,0,0,0,0,0,0,0,VertFishScav,0,10,70,10,10,0,0,0,1,472.5,Resident,30.4,8.2,15.2,46.4,264.8,171.1,29.3,Forest,Vertivore,Insessorial
Sturnus_unicolor,20,20,20,0,0,0,10,0,20,10,Omnivore,0,0,50,50,0,0,0,0,0,83.7,Resident,29.1,6.4,6.6,29.4,128.2,62.1,35.9,Forest,Omnivore,Generalist
Sturnus_vulgaris,20,0,10,0,0,10,30,10,20,0,Omnivore,0,0,80,20,0,0,0,0,0,77.1,Partial migrant,30.2,6.6,6.5,29,128.3,65.8,38.4,Human Modified,Omnivore,Insessorial
Sylvia_atricapilla,50,0,0,0,0,0,30,10,10,0,Omnivore,0,0,0,0,100,0,0,0,0,16.7,Full migrant,15.2,3.2,3.4,20.8,75.9,62.2,27,Woodland,Omnivore,Insessorial
Sylvia_borin,50,0,0,0,0,0,40,10,0,0,Omnivore,0,0,0,60,20,20,0,0,0,18.2,Full migrant,15.1,3.5,3.6,20.1,78.7,57.9,30,Woodland,Omnivore,Insessorial
Tachybaptus_ruficollis,80,0,20,0,0,0,0,0,0,0,Invertebrate,70,30,0,0,0,0,0,0,0,169.4,Resident,23.9,4.4,6.7,35.4,100,29.1,32.2,Wetland,Aquatic predator,Aquatic
Tachymarptis_melba,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,10,0,90,0,0,100.4,Full migrant,12.7,4.5,3.2,15.4,219.3,86.2,72.5,Rock,Invertivore,Aerial
Tadorna_tadorna,70,0,0,20,0,0,0,0,0,10,Invertebrate,0,90,10,0,0,0,0,0,0,1146.8,Partial migrant,54.2,18.4,14.9,51.6,313.9,109.9,51.8,Coastal,Aquatic predator,Generalist
Tarsiger_cyanurus,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,50,50,0,0,0,0,0,13.4,Full migrant,11.8,3,2.9,21.3,78.5,60.4,24.5,Forest,Invertivore,Generalist
Tetrastes_bonasia,0,0,0,0,0,0,20,0,10,70,PlantSeed,0,0,100,0,0,0,0,0,0,429,Resident,21.7,9,9.1,35.1,169.4,117.8,33,Woodland,Herbivore terrestrial,Generalist
Tetrax_tetrax,40,0,0,0,0,0,0,0,30,30,PlantSeed,0,0,80,20,0,0,0,0,0,833.5,Partial migrant,30,7.8,8.6,63.7,239.3,100.3,40.8,Grassland,Omnivore,Terrestrial
Tichodroma_muraria,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,80,10,10,0,0,0,0,17.6,Partial migrant,31.4,3.2,2.8,22.2,99.5,60.5,19.2,Rock,Invertivore,Insessorial
Tringa_glareola,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,50,50,0,0,0,0,0,0,62.1,Full migrant,32.5,2.9,3.9,35.1,124,49.2,48.4,Wetland,Aquatic predator,Terrestrial
Tringa_nebularia,80,10,0,10,0,0,0,0,0,0,Invertebrate,0,60,40,0,0,0,0,0,0,187,Full migrant,63.6,4.1,6,58,185.4,74.8,52.1,Wetland,Aquatic predator,Terrestrial
Tringa_ochropus,70,0,0,20,0,0,0,0,0,10,Invertebrate,0,50,40,10,0,0,0,0,0,71.4,Full migrant,37.4,2.7,4.1,32.9,137.8,59.5,45.8,Wetland,Aquatic predator,Terrestrial
Tringa_stagnatilis,60,0,0,20,0,0,0,0,0,20,Invertebrate,0,60,40,0,0,0,0,0,0,77.5,Full migrant,42.5,3,3.6,49.9,133.4,56.2,51.7,Wetland,Aquatic predator,Terrestrial
Tringa_totanus,80,0,10,10,0,0,0,0,0,0,Invertebrate,0,80,20,0,0,0,0,0,0,129,Full migrant,45.1,3.4,4.9,47.3,156.9,64.1,47.2,Wetland,Aquatic predator,Terrestrial
Troglodytes_troglodytes,60,0,10,10,0,0,10,0,10,0,Invertebrate,0,0,50,50,0,0,0,0,0,9.7,Full migrant,13.8,2.5,2.7,17.6,48.5,30.5,15.7,Forest,Invertivore,Insessorial
Turdus_merula,50,0,0,0,10,0,20,0,20,0,Omnivore,0,0,60,20,20,0,0,0,0,102.7,Resident,28.5,5.3,7.5,33.6,128.4,106.3,23.1,Forest,Omnivore,Generalist
Turdus_philomelos,40,0,0,0,0,0,30,0,30,0,Omnivore,0,0,100,0,0,0,0,0,0,67.7,Full migrant,23.1,5,5.7,31.8,116,81.7,30.7,Forest,Invertivore,Generalist
Turdus_torquatus,30,0,10,0,0,0,30,0,30,0,Omnivore,0,0,20,40,40,0,0,0,0,109,Full migrant,26.1,5,6.6,32.8,141.6,109.6,31.6,Shrubland,Omnivore,Insessorial
Turdus_viscivorus,40,0,0,0,0,0,20,0,20,20,Omnivore,0,0,60,20,10,10,0,0,0,117.4,Resident,26.4,5.7,6.9,32.7,153.7,111.8,35.1,Forest,Omnivore,Insessorial
Tyto_alba,10,80,10,0,0,0,0,0,0,0,VertFishScav,0,0,90,10,0,0,0,0,1,403.3,Resident,32,8.5,13.1,59.6,280.2,118.3,39.7,Human Modified,Vertivore,Insessorial
Upupa_epops,80,0,20,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,66.9,Full migrant,55.8,5.5,6.3,21.1,142.3,96.9,21.4,Grassland,Invertivore,Terrestrial
Vanellus_vanellus,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,218.4,Partial migrant,28.1,4.6,5.5,48.3,222.5,103.2,40.2,Wetland,Omnivore,Terrestrial
Xenus_cinereus,60,0,0,0,0,0,0,0,40,0,Invertebrate,0,50,50,0,0,0,0,0,0,78.8,Full migrant,46.8,4,4.5,28.2,127.4,55,54.6,Grassland,Aquatic predator,Terrestrial
Zapornia_parva,80,0,0,0,0,0,0,0,10,10,Invertebrate,0,50,50,0,0,0,0,0,0,49.7,Full migrant,19.4,2.4,4.7,28.6,100.9,52.9,44,Wetland,Aquatic predator,Terrestrial
Zapornia_pusilla,70,0,0,10,0,0,0,0,10,10,Invertebrate,0,50,50,0,0,0,0,0,0,35.4,Full migrant,17.4,2.4,4.8,25,84.4,32.2,35.3,Wetland,Aquatic predator,Terrestrial
Tadorna_ferruginea,10,0,0,0,10,0,0,0,20,60,PlantSeed,0,100,0,0,0,0,0,0,0,1235,Partial migrant,47,18.6,14.4,54.5,355.5,124.7,48.5,Wetland,Omnivore,Terrestrial
Marmaronetta_angustirostris,20,0,0,0,0,0,0,0,20,60,PlantSeed,50,50,0,0,0,0,0,0,0,477,Partial migrant,46.4,14.8,13.1,32.5,200.7,70.2,47.7,Wetland,Herbivore aquatic,Aquatic
Clangula_hyemalis,80,0,0,0,0,0,10,0,0,10,Invertebrate,100,0,0,0,0,0,0,0,0,871,Full migrant,32.1,16,11.9,33.1,215.6,130.8,50.9,Wetland,Aquatic predator,Aquatic
Bucephala_clangula,70,0,0,10,0,0,0,0,10,10,Invertebrate,80,20,0,0,0,0,0,0,0,918.6,Full migrant,38.1,16.1,11.9,34.1,208.7,82,51.4,Wetland,Aquatic predator,Aquatic
Mergellus_albellus,70,0,0,20,0,0,0,0,0,10,Invertebrate,100,0,0,0,0,0,0,0,0,608.6,Full migrant,32,8.3,9.5,30.2,187.3,70.3,53.8,Wetland,Aquatic predator,Aquatic
Lagopus_muta,0,0,0,0,0,0,20,0,10,70,PlantSeed,0,0,80,20,0,0,0,0,0,535.3,Resident,18.9,6.8,7.5,30.5,188.6,89.8,46.1,Grassland,Herbivore terrestrial,Terrestrial
Tetrao_urogallus,0,0,0,0,0,0,10,0,0,90,PlantSeed,0,0,100,0,0,0,0,0,0,2716.6,Resident,48.8,18.2,20.4,61.9,347.3,257.2,33.2,Forest,Herbivore terrestrial,Generalist
Perdix_perdix,30,0,0,0,0,0,0,0,30,40,PlantSeed,0,0,100,0,0,0,0,0,0,405.3,Resident,20.9,8.4,8.1,39.3,151.2,75.3,33.8,Grassland,Omnivore,Terrestrial
Pterocles_orientalis,0,0,0,0,0,0,0,0,100,0,PlantSeed,0,0,70,30,0,0,0,0,0,404.9,Partial migrant,19.7,5.7,7,25.7,228.2,90.2,63.7,Grassland,Granivore,Terrestrial
Burhinus_oedicnemus,50,20,20,0,0,0,0,0,10,0,Omnivore,0,0,80,20,0,0,0,0,0,459,Full migrant,43.1,8.1,9.1,75.1,233.4,116.6,47.7,Grassland,Invertivore,Terrestrial
Arenaria_interpres,80,0,0,0,0,0,0,0,0,20,Invertebrate,0,0,100,0,0,0,0,0,0,136,Full migrant,25.4,3.9,5.5,25.5,148.8,61,55.6,Coastal,Aquatic predator,Terrestrial
Numenius_phaeopus,60,0,0,0,0,0,20,0,10,10,Invertebrate,0,20,60,20,0,0,0,0,0,364.6,Full migrant,92.1,6.6,7.7,59.9,233,99.8,53.5,Grassland,Omnivore,Terrestrial
Lymnocryptes_minimus,80,0,0,0,0,0,0,0,20,0,Invertebrate,0,20,80,0,0,0,0,0,0,50.1,Full migrant,43.2,4.1,6.8,23.3,105.6,49,43.8,Wetland,Aquatic predator,Terrestrial
Scolopax_rusticola,70,0,0,0,0,0,10,0,10,10,Invertebrate,0,20,80,0,0,0,0,0,0,308.3,Full migrant,76.7,6.5,10,34.2,192.4,84.8,39.4,Forest,Omnivore,Terrestrial
Gallinago_gallinago,80,0,0,0,0,0,0,0,10,10,Invertebrate,0,20,80,0,0,0,0,0,0,112.9,Full migrant,69.7,4.6,6,30,127.9,54,44.3,Wetland,Aquatic predator,Terrestrial
Larus_canus,40,0,0,40,0,10,0,0,0,10,Omnivore,20,40,40,0,0,0,0,1,0,412.5,Full migrant,47.8,5.5,10.1,49.4,351,133.8,58.6,Coastal,Omnivore,Terrestrial
Calonectris_diomedea,40,0,0,40,0,20,0,0,0,0,VertFishScav,50,50,0,0,0,0,0,1,0,535,Full migrant,52.4,10.7,14,51.5,344.2,114.2,64.1,Marine,Aquatic predator,Generalist
Aegypius_monachus,0,0,0,0,0,100,0,0,0,0,VertFishScav,0,0,100,0,0,0,0,0,0,9320.6,Resident,87.8,27.9,39.8,134.2,734.2,371,41.1,Forest,Scavenger,Terrestrial
Picus_canus,70,0,0,0,0,0,10,10,10,0,Invertebrate,0,0,100,0,0,0,0,0,0,137,Resident,38.3,7.9,7.1,24.8,146.6,106.7,25.8,Forest,Invertivore,Insessorial
Bombycilla_garrulus,30,0,0,0,0,0,50,0,0,20,Omnivore,0,0,0,40,40,0,20,0,0,54.4,Full migrant,15.5,5.1,6,20.7,116.2,65.8,37.8,Forest,Omnivore,Insessorial
Prunella_collaris,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,100,0,0,0,0,0,0,38.6,Partial migrant,16.7,4.3,4.2,23.6,100,63.8,28,Grassland,Invertivore,Terrestrial
Plectrophenax_nivalis,30,0,0,0,0,0,0,0,0,70,PlantSeed,0,0,90,10,0,0,0,0,0,42.2,Full migrant,12.8,4.7,6.4,20.7,107.4,66.8,38.6,Grassland,Granivore,Terrestrial
Galerida_cristata,40,0,0,0,0,0,0,0,40,20,PlantSeed,0,0,100,0,0,0,0,0,0,42.7,Resident,19.8,4.7,5.4,24.8,103.4,62,26.7,Grassland,Omnivore,Terrestrial
Eremophila_alpestris,50,0,0,0,0,0,0,0,50,0,Omnivore,0,0,100,0,0,0,0,0,0,33.3,Full migrant,13.9,4.2,5,23.5,108.1,71.4,38.6,Grassland,Omnivore,Terrestrial
Luscinia_luscinia,70,0,0,0,0,0,10,0,20,0,Invertebrate,0,0,70,30,0,0,0,0,0,23.8,Full migrant,17,3.4,3.9,26.5,89.2,68.2,29.9,Shrubland,Invertivore,Generalist
Oenanthe_hispanica,60,0,0,0,0,0,20,0,20,0,Invertebrate,0,0,80,10,10,0,0,0,0,15,Full migrant,16.7,3.5,3.6,22.4,87.6,59.3,26.4,Shrubland,Invertivore,Insessorial
Sitta_neumayer,50,0,0,0,0,0,0,0,50,0,Omnivore,0,0,80,10,10,0,0,0,0,26.5,Resident,22.7,4.5,5,23,80.2,49.3,14.9,Rock,Invertivore,Generalist
Mergus_serrator,20,0,0,70,0,0,0,0,0,10,VertFishScav,80,20,0,0,0,0,0,0,0,1015.2,Full migrant,65,8.2,10.6,45.5,233.6,76.2,49.3,Wetland,Aquatic predator,Aquatic
Oxyura_leucocephala,10,0,0,0,0,0,0,0,30,60,PlantSeed,80,20,0,0,0,0,0,0,0,661.1,Resident,48,19.9,13.3,32,148.4,88.2,47,Wetland,Aquatic predator,Aquatic
Panurus_biarmicus,60,0,0,0,0,0,0,0,40,0,Invertebrate,0,0,40,60,0,0,0,0,0,13.8,Partial migrant,9.2,3.3,3.5,19.5,60,82.4,22.1,Wetland,Invertivore,Insessorial
Acrocephalus_agricola,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,50,50,0,0,0,0,0,0,9.6,Full migrant,13.6,3.2,2.8,21.1,55.2,54.9,18.4,Wetland,Invertivore,Insessorial
Anser_erythropus,0,0,0,0,0,0,0,0,0,100,PlantSeed,0,20,80,0,0,0,0,0,0,1755.5,Full migrant,40.9,15.5,13.7,61.2,369,112.4,53.1,Grassland,Herbivore terrestrial,Terrestrial
Iduna_caligata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,Full migrant,12,2.8,2.6,19.3,59.4,45.6,17,Shrubland,Invertivore,Insessorial
Pluvialis_fulva,70,0,0,0,0,0,10,0,10,10,Invertebrate,0,0,80,20,0,0,0,0,0,134.9,Full migrant,25.2,4.2,5.2,40.2,159,58.4,59.3,Grassland,Omnivore,Terrestrial
Branta_ruficollis,0,0,0,0,0,0,0,0,0,100,PlantSeed,0,20,80,0,0,0,0,0,0,1226.5,Full migrant,28.5,14.1,10.8,54.9,345.6,101,53.2,Grassland,Herbivore terrestrial,Terrestrial
Thalasseus_bengalensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,Full migrant,58.5,5.8,9.8,24.5,293.2,134.4,69.4,Coastal,Aquatic predator,Aerial
Glareola_nordmanni,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,33,33,33,0,0,0,0,97.2,Full migrant,19.9,5.2,5.9,35.8,196,97.4,61.4,Grassland,Invertivore,Aerial